candidate_id,split,dataset_root,session_label,trial_id,throw_id,case_id,surface_axis,command_axis,command_value,command_abs,launch_confidence_score,launch_confidence_label,launch_confidence_weight,launch_lateral_contamination_score,launch_confidence_reasons,replay_status,replay_policy,replay_dt_s,replay_command_source,replay_command_onset_delay_s,duration_s,response_window_start_s,response_window_end_s,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_final_phi_deg,sim_final_phi_deg,final_phi_residual_actual_minus_sim_deg,actual_final_theta_deg,sim_final_theta_deg,final_theta_residual_actual_minus_sim_deg,actual_final_psi_deg,sim_final_psi_deg,final_psi_residual_actual_minus_sim_deg,actual_peak_p_rad_s,sim_peak_p_rad_s,peak_p_rad_s_residual_actual_minus_sim,actual_p_impulse_rad,sim_p_impulse_rad,p_impulse_rad_residual_actual_minus_sim,actual_phi_change_deg,sim_phi_change_deg,phi_change_deg_residual_actual_minus_sim,actual_peak_q_rad_s,sim_peak_q_rad_s,peak_q_rad_s_residual_actual_minus_sim,actual_q_impulse_rad,sim_q_impulse_rad,q_impulse_rad_residual_actual_minus_sim,actual_theta_change_deg,sim_theta_change_deg,theta_change_deg_residual_actual_minus_sim,actual_peak_r_rad_s,sim_peak_r_rad_s,peak_r_rad_s_residual_actual_minus_sim,actual_r_impulse_rad,sim_r_impulse_rad,r_impulse_rad_residual_actual_minus_sim,actual_psi_change_deg,sim_psi_change_deg,psi_change_deg_residual_actual_minus_sim,actual_roll_coupling_phi_change_deg,sim_roll_coupling_phi_change_deg,roll_coupling_phi_change_deg_residual_actual_minus_sim,actual_yaw_coupling_psi_change_deg,sim_yaw_coupling_psi_change_deg,yaw_coupling_psi_change_deg_residual_actual_minus_sim,actual_response_dy_m,sim_response_dy_m,response_dy_m_residual_actual_minus_sim,actual_response_dx_m,sim_response_dx_m,response_dx_m_residual_actual_minus_sim,actual_response_altitude_loss_m,sim_response_altitude_loss_m,response_altitude_loss_m_residual_actual_minus_sim,actual_max_abs_alpha_deg,sim_max_abs_alpha_deg,max_abs_alpha_deg_residual_actual_minus_sim,actual_alpha_gt_20_s,sim_alpha_gt_20_s,alpha_gt_20_s_residual_actual_minus_sim,actual_alpha_gt_30_s,sim_alpha_gt_30_s,alpha_gt_30_s_residual_actual_minus_sim,actual_speed_mean_m_s,sim_speed_mean_m_s,speed_mean_m_s_residual_actual_minus_sim,actual_response_delay_p_s,sim_response_delay_p_s,response_delay_p_s_residual_actual_minus_sim,actual_response_delay_q_s,sim_response_delay_q_s,response_delay_q_s_residual_actual_minus_sim,actual_response_delay_r_s,sim_response_delay_r_s,response_delay_r_s_residual_actual_minus_sim
C0_frozen_neutral,heldout,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n02/v003,v003,C1_aileron_neg0p2,aileron,delta_a,-0.2,0.2,0.8379244097,high,0.8379244097,0.34334374,lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1755761,0.15,0.8,5.143015445,5.954113726,-0.8110982816,-0.004217258888,0.2520207494,-0.2562380083,1.027456682,1.472955108,-0.4454984265,8.291274317,26.16674709,-17.87547277,-17.35874731,-16.3150102,-1.043737108,0.7781512275,6.610026206,-5.831874978,0.5972607657,0.6678605526,-0.07059978693,0.1531603295,0.3254440463,-0.1722837168,1.648400082,13.06490931,-11.41650923,-1.76297221,-0.05488759027,-1.70808462,-0.6854116596,-0.03165114078,-0.6537605188,-6.309662105,-8.228460461,1.918798357,0.2783311562,-0.2178077966,0.4961389528,0.06758111724,-0.07419646713,0.1417775844,3.936387644,6.061865963,-2.125478319,1.648400082,13.06490931,-11.41650923,3.936387644,6.061865963,-2.125478319,0.05077395287,0.04504337128,0.005730581591,2.884981393,3.273889775,-0.3889083811,0.2727337415,0.7058663776,-0.4331326361,15.38809235,6.127631338,9.260461011,0,0,0,0,0,0,4.530189332,5.160577677,-0.630388345,0.2488432,0.105,0.1438432,0.1100064,0.095,0.0150064,0.0396806,0.205,-0.1653194
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n04/v001,v001,C1_aileron_neg0p4,aileron,delta_a,-0.4,0.4,0.7456803805,medium,0.7456803805,0.4423107618,lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1366142,0.15,0.8,5.338524788,6.015324856,-0.6768000678,-0.4216007006,0.2159962403,-0.6375969409,0.8827766439,1.47889988,-0.5961232366,26.94305716,48.53991866,-21.5968615,-3.969801115,-18.30997262,14.34017151,19.72189417,7.110982785,12.61091138,-0.2269858005,1.233689639,-1.460675439,0.0340262284,0.5932747787,-0.5592485503,12.63064006,28.85861858,-16.22797852,-1.297756383,-0.03873700741,-1.259019376,-0.4986189226,-0.01806653329,-0.4805523893,-0.178389762,-8.092711084,7.914321322,0.603586096,-0.4948813102,1.098467406,0.168346043,-0.1980660068,0.3664120498,11.28547397,6.08669863,5.198775335,12.63064006,28.85861858,-16.22797852,11.28547397,6.08669863,5.198775335,-0.1030278541,0.023024651,-0.1260525051,3.12146668,3.43685588,-0.3153891994,0.2457786705,0.7198437851,-0.4740651147,19.44084626,5.51428357,13.92656269,0,0,0,0,0,0,4.917256722,5.4130351,-0.4957783783,0.007266299997,0.11,-0.1027337,0.1751861,,,0.0722395,0.135,-0.0627605
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n04/v002,v002,C1_aileron_neg0p4,aileron,delta_a,-0.4,0.4,0.8195705949,high,0.8195705949,0.3642112397,lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1425129,0.15,0.8,5.000713533,5.777186764,-0.7764732302,-0.3804983589,0.1235692361,-0.504067595,1.005152003,1.493851957,-0.488699954,16.3385134,47.91318505,-31.57467165,-13.54404688,-18.69143634,5.147389462,15.53054192,5.840090798,9.690451121,-0.4354275812,1.201752209,-1.637179791,-0.02782959915,0.5772624707,-0.6050920698,3.557842751,26.19733896,-22.63949621,-1.72367474,-0.06867836268,-1.654996377,-0.6800393137,-0.03748180797,-0.6425575058,-6.418816441,-8.528949842,2.110133401,0.8911882146,-0.1782341803,1.069422395,0.4072450439,-0.03967814272,0.4469231866,12.38038893,5.000597973,7.379790954,3.557842751,26.19733896,-22.63949621,12.38038893,5.000597973,7.379790954,-0.1407499082,-0.03134880259,-0.1094011056,2.844994163,3.27521533,-0.4302211669,0.3011048245,0.7161774875,-0.415072663,18.32232596,6.113197562,12.20912839,0,0,0,0,0,0,4.525844654,5.16726387,-0.6414192154,0.0715996,0.115,-0.0434004,0.1242864,0.07,0.0542864,0.0198422,0.23,-0.2101578
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n04/v003,v003,C1_aileron_neg0p4,aileron,delta_a,-0.4,0.4,0.8532078864,high,0.8532078864,0.3253224545,lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.0543398,0.15,0.8,4.271947806,4.1908482,0.08109960635,-0.06827089827,-0.241996403,0.1737255047,1.031284075,1.089083319,-0.05779924436,14.49234228,16.99784959,-2.505507302,-20.1566148,-14.85363926,-5.302975541,7.543997098,-11.92848597,19.47248307,0.7804553602,0.7953395969,-0.01488423671,0.08640342364,0.3744611115,-0.2880576879,-0.758600608,13.11691402,-13.87551462,-2.160605729,-1.999506838,-0.161098891,-0.8706211381,-0.9297893068,0.05916816863,-20.4767046,-19.41283754,-1.063867062,0.3987038727,-0.4268924955,0.8255963682,0.09958472507,-0.1585373735,0.2581220986,10.67437869,-3.510531239,14.18490993,-0.758600608,13.11691402,-13.87551462,10.67437869,-3.510531239,14.18490993,-0.03128355473,-0.135387208,0.1041036533,2.782335085,2.540242517,0.2420925679,0.4489378064,0.5385144063,-0.08957659988,16.28702457,22.58995792,-6.30293335,0,0.445,-0.445,0,0,0,4.11672075,4.030317276,0.08640347345,0.2983871,0.07,0.2283871,0.1033924,0.05,0.0533924,0.0174561,0.19,-0.1725439
C0_frozen_neutral,heldout,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n06/v001,v001,C1_aileron_neg0p6,aileron,delta_a,-0.6,0.6,0.7197671294,medium,0.7197671294,0.4682076111,roll_angle;lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1756663,0.15,0.8,4.510034268,4.466624671,0.04340959713,-0.7953437406,-0.3782637126,-0.417080028,1.139516117,1.023249281,0.1162668355,33.9440187,28.02344147,5.920577236,-12.92848693,-14.5697021,1.641215174,29.61124313,-28.27042609,57.88166922,0.8242861402,0.9642424404,-0.1399563002,0.1757805639,0.3883995249,-0.212618961,7.106231839,11.52147455,-4.415242716,-1.417805957,-1.154937746,-0.2628682104,-0.6570266246,-0.1201247622,-0.5369018623,-16.35002255,-2.155742813,-14.19427974,0.9962108921,-0.4064134789,1.402624371,0.4284579209,-0.03525332361,0.4637112445,19.11840808,-0.9718486451,20.09025673,7.106231839,11.52147455,-4.415242716,19.11840808,-0.9718486451,20.09025673,-0.3142839254,-0.1801669127,-0.1341170127,2.503245958,2.551185203,-0.04793924465,0.2963593062,0.3501384119,-0.05377910572,27.926758,25.87281397,2.053944031,0.2138655,0.4,-0.1861345,0,0,0,4.029430007,3.996850177,0.03257982959,0.2551681,0.145,0.1101681,0.07979310001,0.365,-0.2852069,0.04942240001,0.35,-0.3005776
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n06/v002,v002,C1_aileron_neg0p6,aileron,delta_a,-0.6,0.6,0.9391139904,high,0.9391139904,0.2046434487,,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1533005,0.15,0.8,4.560149596,4.303018859,0.257130737,-0.3977427547,-0.1322917259,-0.2654510288,1.045338552,1.058808536,-0.01346998453,6.823827441,25.44058765,-18.6167602,-23.70271081,-21.81547069,-1.887240124,8.701720323,-28.29662101,36.99834134,0.5651425595,0.8790338899,-0.3138913304,0.1432594507,0.3882321229,-0.2449726722,0.4382427387,12.65527486,-12.21703212,-1.422476516,-2.495666543,1.073190027,-0.6147644911,-1.032425038,0.417660547,-19.46580308,-16.2462294,-3.219573676,0.418037147,-0.4314204331,0.8494575801,0.1307318864,-0.1022983846,0.2330302709,2.424773439,-10.21370075,12.63847419,0.4382427387,12.65527486,-12.21703212,2.424773439,-10.21370075,12.63847419,-0.190582906,0.01403881023,-0.2046217162,2.560038981,2.442296717,0.1177422637,0.3146721682,0.3529336616,-0.03826149341,18.37702572,24.87957654,-6.502550816,0,0.57,-0.57,0,0,0,4.026326357,3.837772076,0.1885542817,0.129107,0.115,0.01410699999,0.09469940001,0.06,0.03469940001,0.09469940001,0.26,-0.1653006
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n06/v003,v003,C1_aileron_neg0p6,aileron,delta_a,-0.6,0.6,0.8405190732,high,0.8405190732,0.3403288936,roll_angle,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1680394,0.15,0.8,4.994252694,5.847613093,-0.8533603992,-0.857349149,0.8131047396,-1.670453889,1.003379469,1.662534818,-0.6591553494,20.12971158,80.26438375,-60.13467218,-8.806668071,-28.58961325,19.78294518,22.77986039,16.31982667,6.460033717,0.5557729738,1.621428494,-1.06565552,0.149885556,0.7611048007,-0.6112192446,3.10503897,40.14568421,-37.04064523,-1.550006084,0.09969239413,-1.649698478,-0.625063517,-0.01141792664,-0.6136455903,-5.805359068,-11.33855098,5.533191917,0.8375900089,0.2312620859,0.606327923,0.2257240452,-0.03651110269,0.2622351479,7.019536856,6.472390646,0.5471462099,3.10503897,40.14568421,-37.04064523,7.019536856,6.472390646,0.5471462099,-0.3676386678,0.3580866969,-0.7257253647,2.835829445,3.275853752,-0.4400243061,0.267415635,0.6925406519,-0.4251250169,25.1182452,5.783916099,19.3343291,0.2006262,0,0.2006262,0,0,0,4.511862145,5.201088233,-0.6892260886,0.1697315,0.12,0.0497315,0.1400272,0.58,-0.4399728,0.1158262,0.565,-0.4491738
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n08/v001,v001,C1_aileron_neg0p8,aileron,delta_a,-0.8,0.8,0.8295396284,high,0.8295396284,0.352972517,roll_angle,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.0003541,0.15,0.8,4.366409764,4.951044401,-0.5846346375,-1.262140153,0.1945031908,-1.456643344,0.9670554425,1.246046429,-0.2789909861,46.76207979,85.11044651,-38.34836672,14.09382067,-22.30587008,36.39969075,33.84868413,5.87817678,27.97050735,1.124653553,2.089504066,-0.9648505132,0.4408233421,0.9877088231,-0.5468854809,24.89833877,51.8231481,-26.92480933,-1.120467012,-0.3052474199,-0.8152195922,-0.4928887617,-0.1074195616,-0.3854692001,1.128899649,-13.58757008,14.71646973,0.6512904239,0.5523594437,0.09893098017,0.2462531017,0.08796986952,0.1582832322,19.03215717,3.872650012,15.15950716,24.89833877,51.8231481,-26.92480933,19.03215717,3.872650012,15.15950716,-0.7398917412,0.1107459893,-0.8506377306,2.852525432,3.200837981,-0.3483125495,0.4419285502,0.6933837559,-0.2514552057,52.49679849,6.480462561,46.01633593,0.3984899,0,0.3984899,0.229012,0,0.229012,4.698960353,5.06763535,-0.3686749966,0.1506381,0.115,0.0356381,0.07679259999,0.035,0.04179259999,0.0299824,0.44,-0.4100176
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n08/v002,v002,C1_aileron_neg0p8,aileron,delta_a,-0.8,0.8,0.8166925374,high,0.8166925374,0.3674167353,roll_angle,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.9952829,0.15,0.8,4.083606366,3.851353544,0.2322528225,-0.925071832,0.5953719591,-1.520443791,1.031765451,0.8396840163,0.1920814347,38.56679556,30.4958906,8.07090496,-2.753776196,-2.030340557,-0.7234356392,31.45509436,-10.08068682,41.53578118,0.3565480504,-0.3006780248,0.6572260752,0.03725371436,-0.01168071239,0.04893442675,15.24679355,14.89634719,0.3504463663,-1.294682143,-1.972300727,0.6776185839,-0.5963736961,-0.9085804265,0.3122067304,-12.09229571,-7.216381181,-4.875914526,1.25376897,-0.6541924744,1.907961445,0.3115050712,-0.2378371511,0.5493422223,8.897373139,-11.14291905,20.04029219,15.24679355,14.89634719,0.3504463663,8.897373139,-11.14291905,20.04029219,-0.5555086188,0.4673784528,-1.022887072,2.696750806,2.491479332,0.2052714743,0.5397390007,0.4748589555,0.06488004518,41.17925338,21.68507765,19.49417573,0.3818695,0.545,-0.1631305,0.1594573,0,0.1594573,4.304094195,3.995072191,0.3090220038,0.1963769,0.055,0.1413769,0.05094780001,0.055,-0.004052199989,0.1902893,0.17,0.0202893
C0_frozen_neutral,heldout,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n10/v001,v001,C1_aileron_neg1p0,aileron,delta_a,-1,1,0.8970148082,high,0.8970148082,0.2691751703,,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.2878822,0.15,0.8,4.780982001,4.359015067,0.421966934,-1.354183661,-0.3347778204,-1.01940584,1.053242185,1.01995995,0.0332822352,41.0514061,18.84147307,22.20993303,3.831080624,-25.53310967,29.3641903,45.25228422,-61.85242271,107.1047069,0.4757241443,0.9204101061,-0.4446859617,0.08633299142,0.4084171858,-0.3220841944,14.90964929,8.580024499,6.329624793,-1.628369665,-2.686257602,1.057887938,-0.6313359478,-1.083918631,0.4525826833,-9.445613325,-6.223595005,-3.22201832,1.190259179,-0.9463067977,2.136565977,0.3533962774,-0.2502343012,0.6036305786,7.13730692,-18.1324767,25.26978362,14.90964929,8.580024499,6.329624793,7.13730692,-18.1324767,25.26978362,-0.3823853193,0.01537977482,-0.3977650941,2.464139497,2.432407019,0.03173247875,-0.01426438539,0.07820609296,-0.09247047835,32.66766067,34.39026396,-1.722603286,0.1999912,0.54,-0.3400088,0.03586120001,0.145,-0.1091388,4.121901216,3.791971914,0.3299293018,0.2092005,0.115,0.09420050001,0.123308,0.06,0.063308,0.1108011,0.245,-0.1341989
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n10/v002,v002,C1_aileron_neg1p0,aileron,delta_a,-1,1,0.7008020669,medium,0.7008020669,0.4868468547,lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.2538458,0.15,0.8,5.35319666,5.974328358,-0.6211316976,-0.3598489973,-0.4840057767,0.1241567795,1.011543012,1.784053682,-0.7725106704,35.19928348,123.3005769,-88.10129343,-12.26724177,-39.6368488,27.36960703,21.76128215,-4.475266621,26.23654877,1.265696045,2.623740374,-1.358044329,0.4742039947,1.187015384,-0.7128113895,15.28071356,57.1992844,-41.91857085,-2.03577187,-0.6526313992,-1.38314047,-0.8808073371,-0.2857751766,-0.5950321605,-12.79399151,-15.44351881,2.649527306,0.6441251716,0.4325378213,0.2115873503,0.141787054,0.1009756687,0.04081138527,5.379168269,1.605536115,3.773632153,15.28071356,57.1992844,-41.91857085,5.379168269,1.605536115,3.773632153,-0.00177157503,-0.3190742449,0.3173026699,2.830024169,3.135895689,-0.3058715197,0.04719920915,0.5096352486,-0.4624360394,14.85153036,7.505778138,7.345752222,0,0,0,0,0,0,4.448249183,4.947205477,-0.4989562933,0.1690447,0.125,0.04404469999,0.1159089,0.06,0.05590889999,0.05045379999,0.03,0.02045379999
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_n10/v003,v003,C1_aileron_neg1p0,aileron,delta_a,-1,1,0.786153756,high,0.786153756,0.400502091,lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.178167,0.15,0.8,4.375980144,4.138831588,0.2371485563,-0.1498713188,-0.5379574655,0.3880861468,1.031476731,1.039986386,-0.008509654958,25.06392355,25.25270586,-0.1887823046,-31.0238508,-21.01794788,-10.00590292,9.347936463,-54.1582779,63.50621436,0.8784805153,1.227509854,-0.3490293382,0.1903237488,0.5385369598,-0.3482132111,7.13397675,17.4682147,-10.33423795,-2.255065087,-2.392680537,0.1376154499,-0.8471270932,-0.9727130364,0.1255859432,-21.00374993,-15.45234839,-5.551401542,0.4892447196,-1.186125695,1.675370414,0.07482253778,-0.3727849131,0.4476074509,6.004119497,-15.90383012,21.90794962,7.13397675,17.4682147,-10.33423795,6.004119497,-15.90383012,21.90794962,-0.0202812277,-0.1782190228,0.1579377951,2.412726048,2.382289797,0.03043625032,0.1263427638,0.294032047,-0.1676892832,20.66643393,26.57933818,-5.912904247,0.1496907,0.6,-0.4503093,0,0,0,3.862973601,3.752476879,0.1104967217,0.2232068,0.1,0.1232068,0.1514852,0.055,0.09648520001,0.01344830001,0.21,-0.1965517
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_p02/v001,v001,C1_aileron_pos0p2,aileron,delta_a,0.2,0.2,0.8837939556,high,0.8837939556,0.2869742443,lateral_velocity,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.0470789,0.15,0.8,4.216153472,4.272733576,-0.05658010403,0.1707301318,0.22314188,-0.05241174827,1.01029655,1.15377091,-0.1434743593,0.6597965128,4.238725926,-3.578929413,-18.10897186,-16.63054557,-1.478426286,-0.1586696535,11.1934354,-11.35210506,-0.6636862061,0.2874069846,-0.9510931907,-0.2488600281,0.01225534074,-0.2611153689,-9.599409462,-0.4544278977,-9.144981565,-1.706613229,-1.884723135,0.1781099065,-0.7180267497,-0.7789974486,0.06097069885,-15.28444483,-13.14938215,-2.135062684,0.2293325137,-0.06345762236,0.2927901361,0.04583844783,-0.02224178887,0.06808023671,4.618049432,11.05421611,-6.436166676,-9.599409462,-0.4544278977,-9.144981565,4.618049432,11.05421611,-6.436166676,0.07756910844,0.08268199253,-0.00511288409,2.571251852,2.620008808,-0.04875695646,0.4514678881,0.5967686799,-0.1453007919,16.48967582,22.21848723,-5.72881141,0,0.37,-0.37,0,0,0,4.107634564,4.159125556,-0.05149099225,0.0532611,0.02,0.0332611,0.0889044,0.115,-0.0260956,0.07110329999,0.13,-0.05889670001
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_p02/v002,v002,C1_aileron_pos0p2,aileron,delta_a,0.2,0.2,0.9104069339,high,0.9104069339,0.25015142,,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.8485212,0.15,0.8,3.611578167,3.734326179,-0.1227480121,0.02459073622,0.2476671113,-0.2230763751,1.017097858,1.059347065,-0.04224920724,-13.78416422,3.823082823,-17.60724705,-15.45952946,-2.765540334,-12.69398913,2.844311746,9.611463903,-6.767152156,-1.26399111,0.5096530425,-1.773644153,-0.4165278256,0.06430355509,-0.4808313807,-20.51291122,-0.5902832809,-19.92262794,-1.554991487,0.8676859451,-2.422677432,-0.5169009559,0.1720455481,-0.6889465041,-11.26599682,4.066548784,-15.3325456,0.3213700594,-0.1584136142,0.4797836737,0.09740003991,-0.02083515918,0.1182351991,5.215632958,10.02431802,-4.808685066,-20.51291122,-0.5902832809,-19.92262794,5.215632958,10.02431802,-4.808685066,-0.02686666373,0.1817112442,-0.2085779079,2.721167766,2.849809771,-0.1286420053,0.771294884,0.8440413048,-0.07274642078,15.72674922,19.4324206,-3.705671381,0,0,0,0,0,0,4.408205827,4.584505371,-0.1762995437,0.1680332,0.305,-0.1369668,0.1805584,0.165,0.0155584,0.1491449,0.385,-0.2358551
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_p02/v003,v003,C1_aileron_pos0p2,aileron,delta_a,0.2,0.2,0.9376764343,high,0.9376764343,0.2071237026,,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1312387,0.15,0.8,5.058401236,5.880092168,-0.8216909319,-0.1685598206,0.1413567892,-0.3099166098,1.043072339,1.60831559,-0.5652432509,1.04295851,-16.58881693,17.63177544,-14.32693875,-16.77537068,2.448431929,6.028276947,2.801216223,3.227060724,-0.5246102528,-0.3856849436,-0.1389253092,-0.1325838276,-0.1809933103,0.04840948274,-5.61102523,-13.34938673,7.738361502,-1.518219686,-0.03838059728,-1.479839089,-0.4871363882,-0.02046112312,-0.466675265,-0.9269208149,-7.967537813,7.040616998,0.2853987492,0.1268256571,0.1585730921,0.1013417348,0.04212477737,0.05921695742,6.355458866,4.970493882,1.384964985,-5.61102523,-13.34938673,7.738361502,6.355458866,4.970493882,1.384964985,-0.1080344986,0.0636622296,-0.1716967282,2.934998553,3.34452828,-0.4095297279,0.3651211775,0.8541640627,-0.4890428852,15.89439036,5.689571066,10.20481929,0,0,0,0,0,0,4.635673339,5.316602857,-0.6809295185,0.1769773,0.13,0.04697729999,0.1951976,,,0.032193,0.09,-0.057807
C0_frozen_neutral,train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_231717,20260604_231717/c1_a_p04/v001,v001,C1_aileron_pos0p4,aileron,delta_a,0.4,0.4,0.9063434335,high,0.9063434335,0.2560429379,,ok,frozen_active_calibrated_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.0818138,0.15,0.8,4.412016459,4.315401041,0.09661541888,-0.2015011139,0.4800928253,-0.6815939392,1.059575395,0.941883872,0.117691523,-5.307539452,7.147590483,-12.45512993,-25.58317288,-19.51384702,-6.06932586,7.493845761,22.52483117,-15.03098541,-0.9727340612,-0.7236981695,-0.2490358917,-0.3833906382,-0.3272513894,-0.05613924873,-18.54504641,-3.913855991,-14.63119042,-2.232352399,-2.35598182,0.1236294217,-0.947363951,-1.045064511,0.09770055969,-24.50137682,-20.50282842,-3.998548401,0.472014612,0.3455142079,0.1265004041,0.1063941911,0.1102645749,-0.003870383783,11.79632114,14.45124601,-2.654924874,-18.54504641,-3.913855991,-14.63119042,11.79632114,14.45124601,-2.654924874,-0.1772610337,0.2314729028,-0.4087339364,2.618467322,2.564035903,0.05443141916,0.3704836663,0.3732941105,-0.002810444222,18.32043192,22.42597699,-4.105545068,0,0.475,-0.475,0,0,0,4.171865912,4.042129646,0.1297362659,0.0694767,0.1,-0.0305233,0.1136365,0.06,0.05363649999,0.08152820001,0.225,-0.1434718
