candidate_id,split,surface_axis,replay_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,final_phi_mae_deg,final_theta_mae_deg,final_psi_mae_deg,primary_antisym_residual,claim_boundary
C2_c1_plus_aileron_adverse_yaw,train,rudder,48,0.2167012386,0.4614155998,0.1518019567,16.30248931,6.800053472,8.90305175,0.2588521596,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C2_c1_plus_aileron_adverse_yaw,heldout,all,30,0.2431454828,0.5226012453,0.1954337908,16.46772378,14.39672827,10.98422201,0.2622295743,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C2_c1_plus_aileron_adverse_yaw,heldout,aileron,10,0.3153315478,0.7425341505,0.3423544197,19.37822324,15.23581855,16.28177988,0.2103255366,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C2_c1_plus_aileron_adverse_yaw,heldout,elevator,10,0.1397784638,0.3772057634,0.08785859034,14.37436082,19.28190516,7.684142728,0.2159291286,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C2_c1_plus_aileron_adverse_yaw,heldout,rudder,10,0.2743264368,0.4480638218,0.1560883623,15.65058728,8.672461085,8.986743411,0.3604340579,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C3_c1_plus_rudder_roll,all,all,174,0.2574425472,0.4725048911,0.2113328347,17.84115959,12.45390037,12.74678499,0.2852319912,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C3_c1_plus_rudder_roll,all,aileron,59,0.3764298926,0.5458803669,0.3319113355,23.07618194,9.629541515,19.83635294,0.2859409949,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C3_c1_plus_rudder_roll,all,elevator,57,0.1654026846,0.4111593462,0.1469108698,13.86154493,20.73542407,9.339249411,0.3506615579,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C3_c1_plus_rudder_roll,all,rudder,58,0.2268566643,0.4581521839,0.1519866357,16.42687885,7.188216248,8.883768085,0.2190934208,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C3_c1_plus_rudder_roll,train,all,144,0.2557356926,0.4872051873,0.2172001971,17.93054249,12.26190743,12.34584174,0.3378739213,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C3_c1_plus_rudder_roll,train,aileron,49,0.375166395,0.5790463226,0.3370883847,23.26305046,9.119549422,18.32285183,0.3119728197,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C3_c1_plus_rudder_roll,train,elevator,47,0.1708546464,0.4183835127,0.1594751846,13.75243517,21.04468342,9.691399769,0.4380408081,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C3_c1_plus_rudder_roll,train,rudder,48,0.2169295415,0.4608385848,0.1513367469,16.57800402,6.869929753,8.843451699,0.263608136,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C3_c1_plus_rudder_roll,heldout,all,30,0.2656354494,0.401943469,0.1831694955,17.41212169,13.37546645,14.67131262,0.2845376119,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C3_c1_plus_rudder_roll,heldout,aileron,10,0.3826210308,0.3833671842,0.3065437944,22.16052622,12.12850277,27.25250838,0.2787030309,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C3_c1_plus_rudder_roll,heldout,elevator,10,0.1397784638,0.3772057634,0.08785859034,14.37436082,19.28190516,7.684142728,0.2159291286,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C3_c1_plus_rudder_roll,heldout,rudder,10,0.2745068536,0.4452574595,0.1551061017,15.70147801,8.715991423,9.077286741,0.3589806763,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C4_c1_plus_surface_side_force,all,all,174,0.2605122002,0.4659017836,0.2011185608,17.93456303,12.1686904,13.48222245,0.2686635899,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C4_c1_plus_surface_side_force,all,aileron,59,0.3816793375,0.5531536448,0.3020070436,23.97290078,8.751928922,22.95199868,0.2784646893,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C4_c1_plus_surface_side_force,all,elevator,57,0.1654026846,0.4111593462,0.1469108698,13.86154493,20.73542407,9.339249411,0.3506615579,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C4_c1_plus_surface_side_force,all,rudder,58,0.2307256707,0.4309441824,0.1517636971,15.79490965,7.225330182,7.920716672,0.1768645225,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C4_c1_plus_surface_side_force,train,all,144,0.2583827256,0.4851669009,0.2065086795,17.98388353,11.94856926,13.0570556,0.3204796262,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C4_c1_plus_surface_side_force,train,aileron,49,0.3792319876,0.5995368761,0.3050187279,24.13468846,8.174190303,21.31164336,0.3037385238,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C4_c1_plus_surface_side_force,train,elevator,47,0.1708546464,0.4183835127,0.1594751846,13.75243517,21.04468342,9.691399769,0.4380408081,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C4_c1_plus_surface_side_force,train,rudder,48,0.220720348,0.4338062855,0.1519999689,15.84823001,6.894969331,7.926035267,0.2196595467,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C4_c1_plus_surface_side_force,heldout,all,30,0.2707336786,0.3734292208,0.1752459911,17.69782463,13.22527186,15.5230233,0.2694957713,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C4_c1_plus_surface_side_force,heldout,aileron,10,0.393671352,0.3258758115,0.2872497906,23.18014115,11.58284816,30.98973977,0.2652312815,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C4_c1_plus_surface_side_force,heldout,elevator,10,0.1397784638,0.3772057634,0.08785859034,14.37436082,19.28190516,7.684142728,0.2159291286,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C4_c1_plus_surface_side_force,heldout,rudder,10,0.2787512198,0.4172060875,0.1506295924,15.53897191,8.81106227,7.89518742,0.3273269038,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C5_c2_plus_surface_side_force,all,all,174,0.2446886567,0.4905698267,0.2189972492,17.22025814,13.83405932,9.628445316,0.2325258866,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C5_c2_plus_surface_side_force,all,aileron,59,0.3350132941,0.6259034666,0.354734023,21.8663067,13.6633559,11.58662206,0.1700515793,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C5_c2_plus_surface_side_force,all,elevator,57,0.1654026846,0.4111593462,0.1469108698,13.86154493,20.73542407,9.339249411,0.3506615579,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C5_c2_plus_surface_side_force,all,rudder,58,0.2307256707,0.4309441824,0.1517636971,15.79490965,7.225330182,7.920716672,0.1768645225,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C5_c2_plus_surface_side_force,train,all,144,0.2431195736,0.496342072,0.2256160291,17.31956658,13.75666277,9.444204745,0.2892431244,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C5_c2_plus_surface_side_force,train,aileron,49,0.3343770105,0.6323781953,0.3611709388,22.18241008,13.48777123,10.69428574,0.2100290184,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C5_c2_plus_surface_side_force,train,elevator,47,0.1708546464,0.4183835127,0.1594751846,13.75243517,21.04468342,9.691399769,0.4380408081,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C5_c2_plus_surface_side_force,train,rudder,48,0.220720348,0.4338062855,0.1519999689,15.84823001,6.894969331,7.926035267,0.2196595467,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C5_c2_plus_surface_side_force,heldout,all,30,0.2522202557,0.462863049,0.1872271061,16.74357763,14.20556275,10.51280006,0.2494876854,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C5_c2_plus_surface_side_force,heldout,aileron,10,0.3381310834,0.5941772961,0.3231931357,20.31740015,14.52372081,15.95907003,0.2052070239,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C5_c2_plus_surface_side_force,heldout,elevator,10,0.1397784638,0.3772057634,0.08785859034,14.37436082,19.28190516,7.684142728,0.2159291286,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C5_c2_plus_surface_side_force,heldout,rudder,10,0.2787512198,0.4172060875,0.1506295924,15.53897191,8.81106227,7.89518742,0.3273269038,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C6_alpha_regime_primary_derivatives,all,all,174,0.2718361435,0.4605037278,0.235692287,19.52814489,8.996936201,11.71363289,0.3220972817,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C6_alpha_regime_primary_derivatives,all,aileron,59,0.3760232314,0.5442848505,0.334622431,26.03556166,9.558351287,17.97446225,0.3831466476,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C6_alpha_regime_primary_derivatives,all,elevator,57,0.1809803796,0.4127370252,0.2142059048,14.8531966,10.38132744,9.417859973,0.3840750098,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C6_alpha_regime_primary_derivatives,all,rudder,58,0.2551420117,0.4222212417,0.1561723783,17.502877,7.065319119,7.60104883,0.1990701877,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C6_alpha_regime_primary_derivatives,train,all,144,0.2686652318,0.4779055711,0.2428657731,19.1931146,8.586874775,11.09721728,0.3589635875,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C6_alpha_regime_primary_derivatives,train,aileron,49,0.3757536342,0.5756028738,0.3399062401,25.85968324,9.052524683,16.85505298,0.4136163983,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C6_alpha_regime_primary_derivatives,train,elevator,47,0.181897837,0.4206667287,0.22769521,13.88760916,9.858173216,8.703309032,0.4562996053,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C6_alpha_regime_primary_derivatives,train,rudder,48,0.2443055619,0.4342192745,0.1586581395,17.58263318,6.86671077,7.563461822,0.2069747587,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C6_alpha_regime_primary_derivatives,heldout,all,30,0.2870565194,0.3769748797,0.2012595537,21.13629028,10.96523105,14.67242785,0.3987514016,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C6_alpha_regime_primary_derivatives,heldout,aileron,10,0.3773442575,0.3908265365,0.3087317665,26.89736596,12.03690164,23.45956768,0.3924613899,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C6_alpha_regime_primary_derivatives,heldout,elevator,10,0.1766683298,0.3754674184,0.1508061703,19.39145755,12.8401523,12.7762494,0.2253603569,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C6_alpha_regime_primary_derivatives,heldout,rudder,10,0.3071569707,0.3646306841,0.1442407244,17.12004734,8.018639192,7.781466469,0.5784324581,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C7_c6_plus_alpha_regime_aileron_yaw,all,all,174,0.2710663672,0.4831082538,0.244027824,17.41180644,9.746892035,8.845728095,0.2677747287,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C7_c6_plus_alpha_regime_aileron_yaw,all,aileron,59,0.3737530438,0.610949046,0.3592052012,19.79415675,11.77008544,9.516573524,0.2201789888,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C7_c6_plus_alpha_regime_aileron_yaw,all,elevator,57,0.1809803796,0.4127370252,0.2142059048,14.8531966,10.38132744,9.417859973,0.3840750098,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C7_c6_plus_alpha_regime_aileron_yaw,all,rudder,58,0.2551420117,0.4222212417,0.1561723783,17.502877,7.065319119,7.60104883,0.1990701877,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C7_c6_plus_alpha_regime_aileron_yaw,train,all,144,0.2676887556,0.4864160487,0.2523782811,17.1575767,9.398390868,8.736011361,0.3102433373,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C7_c6_plus_alpha_regime_aileron_yaw,train,aileron,49,0.3728839898,0.600613257,0.3678613657,19.87769433,11.4373883,9.915998858,0.2674556478,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C7_c6_plus_alpha_regime_aileron_yaw,train,elevator,47,0.181897837,0.4206667287,0.22769521,13.88760916,9.858173216,8.703309032,0.4562996053,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C7_c6_plus_alpha_regime_aileron_yaw,train,rudder,48,0.2443055619,0.4342192745,0.1586581395,17.58263318,6.86671077,7.563461822,0.2069747587,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C7_c6_plus_alpha_regime_aileron_yaw,heldout,all,30,0.2872789031,0.4672308383,0.2039456299,18.63210917,11.41969764,9.372368417,0.3343856466,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C7_c6_plus_alpha_regime_aileron_yaw,heldout,aileron,10,0.3780114087,0.6615944124,0.3167899951,19.38482261,13.40030143,7.559389384,0.1993641247,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C7_c6_plus_alpha_regime_aileron_yaw,heldout,elevator,10,0.1766683298,0.3754674184,0.1508061703,19.39145755,12.8401523,12.7762494,0.2253603569,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C7_c6_plus_alpha_regime_aileron_yaw,heldout,rudder,10,0.3071569707,0.3646306841,0.1442407244,17.12004734,8.018639192,7.781466469,0.5784324581,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C8_c7_plus_alpha_regime_aileron_side_force,all,all,174,0.2570507017,0.523109757,0.2640680757,16.6779142,10.13884526,9.332977619,0.2634107389,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C8_c7_plus_alpha_regime_aileron_side_force,all,aileron,59,0.332418708,0.7289195808,0.4183069604,17.62979659,12.92601528,10.9535467,0.2070870192,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C8_c7_plus_alpha_regime_aileron_side_force,all,elevator,57,0.1809803796,0.4127370252,0.2142059048,14.8531966,10.38132744,9.417859973,0.3840750098,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C8_c7_plus_alpha_regime_aileron_side_force,all,rudder,58,0.2551420117,0.4222212417,0.1561723783,17.502877,7.065319119,7.60104883,0.1990701877,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C8_c7_plus_alpha_regime_aileron_side_force,train,all,144,0.254011042,0.5386910959,0.2704062464,16.39644053,9.843602402,9.054234535,0.3061713709,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C8_c7_plus_alpha_regime_aileron_side_force,train,aileron,49,0.3326882599,0.7542378855,0.4208415083,17.64088598,12.74576506,10.85118533,0.2552397485,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C8_c7_plus_alpha_regime_aileron_side_force,train,elevator,47,0.181897837,0.4206667287,0.22769521,13.88760916,9.858173216,8.703309032,0.4562996053,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C8_c7_plus_alpha_regime_aileron_side_force,train,rudder,48,0.2443055619,0.4342192745,0.1586581395,17.58263318,6.86671077,7.563461822,0.2069747587,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C8_c7_plus_alpha_regime_aileron_side_force,heldout,all,30,0.2716410681,0.44831933,0.2336448567,18.02898782,11.55601095,10.67094442,0.3363356842,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C8_c7_plus_alpha_regime_aileron_side_force,heldout,aileron,10,0.3310979038,0.6048598876,0.4058876755,17.57545857,13.80924136,11.45511739,0.2052142377,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C8_c7_plus_alpha_regime_aileron_side_force,heldout,elevator,10,0.1766683298,0.3754674184,0.1508061703,19.39145755,12.8401523,12.7762494,0.2253603569,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
C8_c7_plus_alpha_regime_aileron_side_force,heldout,rudder,10,0.3071569707,0.3646306841,0.1442407244,17.12004734,8.018639192,7.781466469,0.5784324581,diagnostic launch-confidence-weighted surface aero/coupling replay only; not promoted
